user_id,article_id,time_spent_cleaned
15275,101223,12.3
15275,102803,43.8
15275,102819,44.4
15275,101224,12.3
15275,102788,51.3
15275,102805,36.6
15275,101225,12.3
15275,102849,50.4
15275,102756,49.8
15275,102773,27.3
15275,102826,57.0
15275,102765,51.0
15275,102820,50.7
15275,102742,44.1
15579,64329,59.7
15579,362354,47.400000000000006
15773,51554,45.3
16277,166581,63.0
16277,272143,55.2
16610,64329,59.7
16649,199198,66.3
16649,272143,55.2
17392,199198,66.3
17946,285343,67.8
17946,166581,63.0
17946,64329,59.7
17946,175040,52.8
17946,218337,61.8
18477,166581,63.0
18477,272143,55.2
18958,64329,59.7
18958,158461,55.8
20908,175040,52.8
22514,272143,55.2
22514,237464,33.0
22514,234991,38.7
22514,156447,86.39999999999999
23391,199078,72.9
23391,199855,69.3
23391,272143,55.2
23391,254489,55.5
23488,64329,59.7
23488,285343,67.8
23488,199198,66.3
23875,356193,82.5
23875,64329,59.7
23875,166581,63.0
23875,272143,55.2
24075,175040,52.8
24075,272143,55.2
24075,224658,51.6
24075,199198,66.3
24075,198659,57.3
24096,285343,67.8
24415,175040,52.8
24589,272143,55.2
24589,166581,63.0
24661,175040,52.8
25026,272143,55.2
25026,224658,51.6
25026,198659,57.3
25759,175040,52.8
25831,285343,67.8
27261,158461,55.8
27261,166581,63.0
28895,69331,72.6
28895,66206,74.10000000000001
28895,63816,52.8
28895,13634,57.0
28895,202557,65.7
29163,64329,59.7
29163,175040,52.8
29163,31617,58.2
29464,198659,57.3
29693,205861,58.8
29693,202675,58.2
29693,202557,65.7
29693,285343,67.8
29693,202383,61.8
29877,158536,257.4
29877,166581,63.0
29971,64329,59.7
29971,156560,55.5
29971,162655,73.5
29971,272143,55.2
29971,166283,55.5
29971,158536,257.4
29971,161858,59.1
29971,317938,34.8
29971,300470,60.89999999999999
29971,73413,41.7
29971,166581,63.0
29971,199198,66.3
30081,64329,59.7
30126,64329,59.7
30126,166581,63.0
30126,324823,60.6
30126,199198,66.3
30329,303292,66.0
30899,198659,57.3
31015,285343,67.8
31015,175040,52.8
31015,272143,55.2
31388,64329,59.7
32328,59758,63.9
32595,160417,51.9
32781,285343,67.8
33357,218337,61.8
33369,175040,52.8
33369,272143,55.2
33638,64329,59.7
33942,166581,63.0
34246,285343,67.8
34246,175040,52.8
34411,64329,59.7
34411,226569,37.8
34535,64329,59.7
34535,175040,52.8
34861,64329,59.7
34916,158461,55.8
36385,158536,257.4
36488,285343,67.8
36488,175040,52.8
36488,272143,55.2
36488,96481,59.7
37140,224658,51.6
37169,64329,59.7
37169,166581,63.0
37190,64329,59.7
37190,218337,61.8
37190,156560,55.5
37190,175040,52.8
37267,175040,52.8
37345,175040,52.8
37594,160417,51.9
37594,158536,257.4
37735,156447,86.39999999999999
37841,166581,63.0
37841,272143,55.2
37841,156560,55.5
37841,160148,65.1
37841,161858,59.1
37946,156447,86.39999999999999
37946,107182,45.3
38121,277268,47.1
38360,236613,52.2
38524,218337,61.8
38679,64329,59.7
38679,160417,51.9
38856,272143,55.2
38856,198659,57.3
38885,64329,59.7
38885,157770,60.3
38885,158461,55.8
38885,166581,63.0
38885,272143,55.2
39324,64329,59.7
39324,160417,51.9
39324,272143,55.2
39885,64329,59.7
39929,64329,59.7
39929,199198,66.3
39929,166581,63.0
40009,64329,59.7
40009,272143,55.2
40009,162765,39.3
40705,285343,67.8
40750,158461,55.8
40750,64329,59.7
40750,166581,63.0
40750,272143,55.2
40750,199198,66.3
40750,198659,57.3
41360,199198,66.3
41418,272143,55.2
41785,199198,66.3
41785,158536,257.4
42605,64329,59.7
42605,166581,63.0
43255,199198,66.3
43255,166581,63.0
43679,205861,58.8
44571,64329,59.7
44571,285343,67.8
45260,64329,59.7
45260,199198,66.3
45892,166581,63.0
47170,272143,55.2
47170,199198,66.3
49385,64329,59.7
49385,285343,67.8
49385,175040,52.8
49385,166581,63.0
49385,272143,55.2
49954,162655,73.5
49954,160974,77.69999999999999
49954,158082,66.0
49954,107039,38.7
50851,64329,59.7
52955,162655,73.5
52955,199198,66.3
52955,160417,51.9
54807,64329,59.7
54807,285343,67.8
55548,160417,51.9
56351,199198,66.3
62199,285343,67.8
62200,176514,53.7
64311,218337,61.8
64311,157770,60.3
65334,158536,257.4
66048,160417,51.9
66048,156447,86.39999999999999
66048,107039,38.7
67620,286336,35.099999999999994
67620,285343,67.8
68013,205861,58.8
70694,64329,59.7
70694,207469,61.2
71862,158536,257.4
72475,64329,59.7
72475,198659,57.3
77410,156560,29.0
77410,162655,73.5
78333,158461,55.8
78333,160417,51.9
78333,166581,63.0
78333,199198,66.3
85036,285343,67.8
85219,175040,52.8
85219,324823,60.6
85672,156560,55.5
86962,160417,51.9
87747,166581,63.0
87884,107205,35.7
89204,64329,59.7
89204,158536,257.4
91304,166581,63.0
91677,64329,59.7
92142,162655,73.5
93480,285343,67.8
93480,66421,67.2
94750,175040,52.8
95611,285343,67.8
95611,162655,73.5
95611,166283,55.5
95611,157770,60.3
95611,297949,51.6
95611,160417,51.9
95611,156560,55.5
95846,272143,55.2
95846,64329,59.7
96694,64329,59.7
97920,157770,60.3
97920,64329,59.7
102367,166581,63.0
103702,299697,52.8
104119,272143,55.2
104411,218337,61.8
104480,175040,52.8
105123,158536,257.4
105123,64329,59.7
105123,175040,52.8
106839,285343,67.8
108563,156447,86.39999999999999
108563,272143,55.2
109356,157770,60.3
109356,156560,55.5
109356,324823,60.6
110482,157770,60.3
111148,158536,257.4
111621,157770,60.3
113173,160417,51.9
113173,158536,257.4
113173,285343,67.8
113173,36605,47.1
113179,199198,66.3
113184,272143,55.2
113184,158536,257.4
113186,166581,63.0
113194,285343,67.8
113194,237464,33.0
113210,300473,54.6
113212,205861,58.8
113225,158536,257.4
113225,64329,59.7
113225,166581,63.0
113225,272143,55.2
113225,224658,51.6
113250,175040,52.8
113265,272143,55.2
113269,181873,65.1
113269,183730,143.7
113274,32459,66.9
113279,64329,59.7
113284,166581,63.0
113284,160417,51.9
113289,284901,70.5
113289,284312,55.2
113289,59758,63.9
113298,30576,69.9
113326,4967,57.9
113326,2303,61.2
113336,285343,67.8
113345,145034,42.6
113345,145750,65.1
113347,64329,59.7
113347,158536,257.4
113347,224658,51.6
113347,198659,57.3
113355,285343,67.8
113367,158536,257.4
113367,272143,55.2
113370,166581,63.0
113370,199198,66.3
113370,272143,55.2
113378,285343,67.8
113387,166581,63.0
113405,199198,66.3
113421,162655,73.5
113424,285343,67.8
113424,48972,62.400000000000006
113427,175040,52.8
113465,272143,55.2
113465,199198,66.3
113466,175040,52.8
113469,272143,55.2
113469,64329,59.7
113470,285343,67.8
113470,175040,52.8
113487,336607,51.9
113504,160974,77.69999999999999
113504,156560,55.5
113514,218337,61.8
113514,158536,257.4
113515,64329,59.7
113533,175040,52.8
113549,64329,59.7
113549,158536,257.4
113560,158461,55.8
113572,272143,55.2
113590,199198,66.3
113598,285808,46.5
113599,236370,41.7
113599,233766,49.5
113600,324823,60.6
113600,64329,59.7
113615,107136,43.5
113621,166581,63.0
113631,218337,61.8
113631,158536,257.4
113639,199198,66.3
113639,198659,57.3
113641,175040,52.8
113641,272143,55.2
113642,168623,47.1
113642,32495,61.8
113643,285343,67.8
113643,199198,66.3
113643,166581,63.0
113643,272143,55.2
113644,64329,59.7
113644,158536,257.4
113649,160417,51.9
113649,158536,257.4
113652,64329,59.7
113654,218337,61.8
113666,282959,47.400000000000006
113692,160417,51.9
113715,199198,66.3
113724,162655,73.5
113730,64329,59.7
113749,175040,52.8
113750,199198,66.3
113761,64329,59.7
113804,64329,59.7
113808,199198,66.3
113808,272143,55.2
113811,272143,55.2
113826,218337,61.8
113835,166581,63.0
113852,64329,59.7
113852,285343,67.8
113853,64329,59.7
113853,160417,51.9
113867,175040,52.8
113867,199198,66.3
113867,64329,59.7
113878,64329,59.7
113885,166581,63.0
113892,166581,63.0
113892,199198,66.3
113894,166581,63.0
113894,272143,55.2
113899,285343,67.8
113899,175040,52.8
113915,166581,63.0
113925,297906,65.4
113925,300470,60.89999999999999
113925,284901,70.5
113925,199198,66.3
113925,198659,57.3
113925,272143,55.2
113943,64329,59.7
113946,285343,67.8
113977,64329,59.7
113977,285808,46.5
113987,272143,55.2
113991,64329,59.7
113997,64329,59.7
114002,285343,67.8
114025,175040,52.8
114027,64329,59.7
114027,199198,66.3
114055,64329,59.7
114055,218337,61.8
114055,166581,63.0
114060,162655,73.5
114067,224658,51.6
114068,272143,55.2
114071,225055,73.5
114086,64329,59.7
114101,218337,61.8
114101,78346,36.6
114105,160417,51.9
114133,160417,51.9
114133,129004,48.9
114142,285343,67.8
114146,300473,54.6
114167,285343,67.8
114167,272143,55.2
114181,175040,52.8
114181,285808,46.5
114181,64329,59.7
114181,166581,63.0
114193,199198,66.3
114193,198659,57.3
114194,64329,59.7
114194,175040,52.8
114194,166581,63.0
114197,64329,59.7
114199,198659,57.3
114199,175040,52.8
114210,160417,51.9
114213,160417,51.9
114213,64329,59.7
114213,226569,37.8
114217,300470,60.89999999999999
114223,156560,55.5
114232,162655,73.5
114232,160974,77.69999999999999
114232,156447,86.39999999999999
114237,160417,51.9
114246,64329,59.7
114246,218337,61.8
114250,160417,51.9
114264,285343,67.8
114270,360712,47.7
114270,360990,42.3
114277,166581,63.0
114280,272143,55.2
114293,64329,59.7
114296,207731,49.8
114296,209043,58.5
114305,175040,52.8
114305,166581,63.0
114319,285343,67.8
114328,236370,41.7
114342,205861,58.8
114350,272143,55.2
114357,160417,51.9
114357,272143,55.2
114368,207540,54.900000000000006
114375,207469,61.2
114376,64329,59.7
114382,182394,88.5
114382,159034,108.9
114382,272143,55.2
114386,224658,51.6
114391,312486,54.900000000000006
114399,285343,67.8
114424,166581,63.0
114438,166581,63.0
114438,220247,40.5
114438,225198,51.6
114438,226101,53.7
114438,220258,65.1
114471,198659,57.3
114504,199078,72.9
114509,64329,59.7
114509,156560,55.5
114509,158536,257.4
114509,272143,55.2
114525,199198,66.3
114537,166581,63.0
114537,272143,55.2
114546,160417,51.9
114546,156560,55.5
114575,16129,60.0
114575,16609,57.3
114575,16612,68.39999999999999
114575,14229,51.3
114584,175040,52.8
114599,59673,45.9
114658,199198,66.3
114678,64329,59.7
114678,205861,58.8
114697,272143,55.2
114700,166581,63.0
114700,175040,52.8
114705,324823,60.6
114712,162655,73.5
114733,64329,59.7
114735,224658,51.6
114736,157770,60.3
114739,272143,55.2
114747,175040,52.8
114747,162655,73.5
114747,199198,66.3
114756,272143,55.2
114802,149623,56.4
114802,156447,86.39999999999999
114822,175040,52.8
114829,156560,55.5
114855,272143,55.2
114871,156447,86.39999999999999
114887,64329,59.7
114887,175040,52.8
114916,166581,63.0
114916,272143,55.2
114937,58096,53.7
114947,64329,59.7
114947,285343,67.8
114947,166581,63.0
114947,272143,55.2
114947,224658,51.6
114950,64329,59.7
114971,160417,51.9
114978,161178,85.19999999999999
114980,64329,59.7
114980,175040,52.8
114992,160417,51.9
114993,175040,52.8
114996,64329,59.7
115006,272143,55.2
115006,199198,66.3
115007,160417,51.9
115025,182472,36.0
115030,272143,55.2
115030,199198,66.3
115059,64329,59.7
115059,166581,63.0
115062,160417,51.9
115080,156560,55.5
115080,226569,37.8
115080,272143,55.2
115080,198659,57.3
115080,199078,72.9
115083,156560,55.5
115083,272143,55.2
115084,175040,52.8
115085,64329,59.7
115089,64329,59.7
115093,64329,59.7
115093,175040,52.8
115099,64329,59.7
115099,175040,52.8
115099,224658,51.6
115099,199198,66.3
115099,162655,73.5
115099,156447,86.39999999999999
115099,272143,55.2
115099,300470,34.0
115099,300473,54.6
115099,182394,88.5
115099,288980,50.1
115099,187067,36.6
115099,261612,57.9
115099,300180,61.8
115099,300341,69.0
115100,175040,52.8
115108,166581,63.0
115108,285808,46.5
115119,272143,55.2
115121,166581,63.0
115169,64329,59.7
115181,272143,55.2
115182,272143,55.2
115183,64329,59.7
115186,64329,59.7
115186,272143,55.2
115193,223695,42.0
115205,156560,55.5
115212,218337,61.8
115212,64329,59.7
115214,64329,59.7
115226,166581,63.0
24,162655,73.5
286,175040,52.8
286,166581,63.0
286,324823,60.6
286,224658,51.6
286,198659,57.3
286,272143,55.2
286,162655,73.5
286,299697,52.8
286,299767,40.5
286,199198,66.3
286,182394,88.5
286,2075,53.7
286,3106,52.8
286,13811,46.2
452,285343,67.8
480,257972,60.3
480,160417,51.9
480,187067,36.6
480,177155,43.8
480,261612,57.9
480,254489,55.5
480,273309,53.4
480,114650,61.49999999999999
480,352555,44.7
480,121834,44.4
603,324823,60.6
891,324823,60.6
891,162655,73.5
891,272143,55.2
891,198659,57.3
891,199198,66.3
891,254489,55.5
1337,300470,60.89999999999999
1494,218337,61.8
1697,285808,46.5
7818,175040,52.8
7818,166581,63.0
7818,272143,55.2
8140,64329,59.7
9312,160417,51.9
9312,314770,61.8
10481,175040,52.8
10481,199198,66.3
11501,324823,60.6
11505,285343,67.8
12519,285343,67.8
12843,157770,60.3
13936,160974,77.69999999999999
13936,324823,60.6
14096,299697,52.8
14262,64329,59.7
14262,175040,52.8
15751,324823,60.6
15751,272143,55.2
15751,299697,52.8
15884,64329,59.7
16240,324823,60.6
16463,285343,67.8
16463,162655,73.5
16463,336607,51.9
16463,29773,54.0
16463,129650,56.4
16463,2907,68.7
16463,140324,38.1
16463,146188,22.2
16463,136610,47.7
16463,129004,48.9
16700,199198,66.3
16700,198659,57.3
16700,177155,43.8
16700,261612,57.9
16700,121834,44.4
16700,187067,36.6
16700,175040,52.8
19112,64329,59.7
19112,218337,61.8
19456,218337,61.8
19456,166581,63.0
19599,166581,63.0
19599,199198,66.3
19642,158461,55.8
24382,272143,55.2
24433,166581,63.0
24433,324823,60.6
24907,218337,61.8
24907,160417,51.9
25554,175040,52.8
25554,272143,55.2
25554,299697,52.8
25554,324823,60.6
27105,156560,55.5
27105,160148,65.1
27196,284901,70.5
28857,285648,91.5
29006,272143,55.2
29031,157770,60.3
31747,160417,51.9
31747,162655,73.5
31747,156560,55.5
31747,160974,77.69999999999999
31747,156447,86.39999999999999
31747,272143,55.2
31747,149623,56.4
31920,272143,55.2
31920,324823,60.6
32246,285808,46.5
32279,285343,67.8
32279,272143,55.2
32781,64329,59.7
33222,57763,62.400000000000006
33222,58337,64.5
33222,355997,44.1
33825,251531,56.7
34199,198659,57.3
34199,199198,66.3
34292,158461,55.8
34292,160417,51.9
34431,324823,60.6
36428,272143,55.2
36428,218337,61.8
36657,175040,52.8
38472,175040,52.8
38530,64329,59.7
38530,157770,60.3
38530,236370,41.7
38530,285648,91.5
38530,336607,51.9
38530,234189,48.3
38564,272143,55.2
38564,156560,55.5
38564,218337,61.8
38564,299697,52.8
39070,218337,61.8
39334,207825,61.49999999999999
39803,160417,51.9
39803,156447,86.39999999999999
39803,156216,70.8
39803,254489,55.5
39803,285343,67.8
40030,64329,59.7
40030,166581,63.0
40030,324823,60.6
40030,272143,55.2
40030,224658,51.6
40030,299697,52.8
40061,224658,51.6
40090,285343,67.8
40091,324823,60.6
40091,272143,55.2
40476,156560,55.5
40476,158461,55.8
40476,160417,51.9
40476,64329,59.7
40476,218337,61.8
40476,166581,63.0
40476,324823,60.6
40476,224658,51.6
40476,272143,55.2
40476,285808,46.5
40532,64329,59.7
40532,324823,60.6
40570,272143,55.2
40570,64329,59.7
41414,299697,52.8
41414,324823,60.6
42621,272143,55.2
45524,64329,59.7
45524,175040,52.8
45665,324823,60.6
46413,324823,60.6
49689,324823,60.6
51898,162655,73.5
60249,160417,51.9
63042,175040,52.8
63426,166581,63.0
64791,162655,73.5
64934,324823,60.6
65519,166581,63.0
67828,64329,59.7
67828,160974,77.69999999999999
70694,156560,55.5
70694,324823,60.6
71977,157770,60.3
72714,218337,61.8
74072,272294,57.0
74072,272143,55.2
75214,64329,59.7
76388,158461,55.8
76388,224658,51.6
79074,157770,60.3
79074,198659,57.3
79832,160417,51.9
79832,166581,63.0
81262,324823,60.6
81262,166581,63.0
81262,272143,55.2
82520,64329,59.7
82851,166581,63.0
83195,285343,67.8
83195,282785,76.5
85682,285343,67.8
93235,285343,67.8
93235,166581,63.0
93235,272143,55.2
94307,64329,59.7
99274,205861,58.8
99274,198659,57.3
102406,166581,63.0
103740,160417,51.9
105236,160148,65.1
105236,218337,61.8
105236,64329,59.7
105236,160417,51.9
107303,166581,63.0
109908,324823,60.6
110622,64329,59.7
110622,205861,58.8
112210,224658,51.6
113631,166581,63.0
114525,324823,60.6
115276,64329,59.7
115281,160417,51.9
115281,162655,73.5
115281,64329,59.7
115281,156560,55.5
115281,158536,257.4
115286,166581,63.0
115286,272143,55.2
115286,64329,59.7
115302,64329,59.7
115304,175040,52.8
115304,272143,55.2
115309,160417,51.9
115309,166581,63.0
115312,64329,59.7
115312,157770,60.3
115318,160417,51.9
115339,175040,52.8
115342,353019,41.1
115356,224658,51.6
115380,175040,52.8
115385,64329,59.7
115385,218337,61.8
115385,162655,73.5
115386,199198,66.3
115409,64329,59.7
115409,285343,67.8
115420,285343,67.8
115430,285343,67.8
115430,166581,63.0
115435,64329,59.7
115435,175040,52.8
115435,272143,55.2
115438,158461,55.8
115438,272143,55.2
115462,156560,55.5
115469,166581,63.0
115491,59673,45.9
115494,64329,59.7
115494,160417,51.9
115494,218337,61.8
115531,166581,63.0
115531,272143,55.2
115535,272143,55.2
115535,162655,73.5
115535,158536,257.4
115535,199198,66.3
115543,64329,59.7
115543,175040,52.8
115543,199198,66.3
115543,224658,51.6
115545,64329,59.7
115581,272143,55.2
115581,198659,57.3
115596,85856,52.8
115612,156560,55.5
115612,160417,51.9
115612,162655,73.5
115612,272143,55.2
115612,156447,86.39999999999999
115614,64329,59.7
115614,166581,63.0
115620,158461,55.8
115620,64329,59.7
115620,254489,55.5
115620,199078,72.9
115620,198659,57.3
115620,272143,55.2
115620,199198,66.3
115641,160417,51.9
115641,162300,57.9
115652,64329,59.7
115674,272143,55.2
115676,272143,55.2
115676,162655,73.5
115678,97488,47.1
115700,36605,47.1
115707,107182,45.3
115724,64329,59.7
115724,285343,67.8
115724,175040,52.8
115725,64329,59.7
115725,160417,51.9
115726,47644,59.7
115732,285343,67.8
115732,199198,66.3
115740,166581,63.0
115743,166581,63.0
115768,149623,56.4
115768,64329,59.7
115768,160715,60.0
115768,162655,73.5
115768,283933,43.5
115768,307856,48.6
115768,284622,63.6
115770,285343,67.8
115779,324823,60.6
115779,16129,60.0
115779,118753,61.2
115793,64329,59.7
115806,160417,51.9
115807,166581,63.0
115807,199198,66.3
115808,64329,59.7
115808,166581,63.0
115824,218337,61.8
115844,285343,67.8
115861,156560,55.5
115861,158461,55.8
115861,64329,59.7
115877,160417,51.9
115885,272143,55.2
115886,158461,55.8
115886,64329,59.7
115886,175040,52.8
115886,324823,60.6
115892,272143,55.2
115897,158461,55.8
115910,129364,52.5
115910,166283,55.5
115927,156560,55.5
115966,166581,63.0
115977,64329,59.7
115977,175040,52.8
115977,272143,55.2
115984,303686,73.5
115985,199198,66.3
115985,42933,35.4
115985,36605,47.1
115985,354701,52.5
115993,285343,67.8
115994,199198,66.3
115995,64329,59.7
116003,58337,64.5
116003,59499,56.7
116003,57607,61.2
116016,64329,59.7
116020,166581,63.0
116025,285808,46.5
116040,156560,55.5
116040,272143,55.2
116047,64329,59.7
116056,64329,59.7
116082,218337,61.8
116093,285343,67.8
116099,272143,55.2
116102,160974,77.69999999999999
116109,64329,59.7
116116,299697,52.8
116116,285343,67.8
116116,336607,51.9
116116,162655,73.5
116117,324823,60.6
116131,160417,51.9
116149,285343,67.8
116150,207731,49.8
116150,207540,54.900000000000006
116176,64329,59.7
116176,160417,51.9
116176,218337,61.8
116176,285343,67.8
116197,324823,60.6
116217,175040,52.8
116229,64329,59.7
116232,285343,67.8
116235,64329,59.7
116235,285343,67.8
116265,64329,59.7
116265,166581,63.0
116265,272143,55.2
116291,160417,51.9
116291,156560,55.5
116311,324823,60.6
116314,299697,52.8
116319,160417,51.9
116327,166581,63.0
116327,324823,60.6
116329,64329,59.7
116340,285343,67.8
116340,199198,66.3
116340,272143,55.2
116341,199198,66.3
116348,175040,52.8
116357,64329,59.7
116357,299697,52.8
116366,49012,65.1
116369,324823,60.6
116369,162655,73.5
116373,64329,59.7
116374,156560,55.5
116374,166581,63.0
116375,162655,73.5
116375,272143,55.2
116375,156560,55.5
116375,162300,57.9
116375,158536,257.4
116375,32459,66.9
116375,285343,67.8
116375,336607,51.9
116375,336928,47.400000000000006
116375,285648,91.5
116384,199198,66.3
116388,218337,61.8
116390,160417,51.9
116401,272143,55.2
116403,157770,60.3
116422,64329,59.7
116433,158461,55.8
116433,64329,59.7
116436,149623,56.4
116439,160417,51.9
116446,158461,55.8
116448,353019,41.1
116460,324823,60.6
116460,257383,50.7
116460,3106,52.8
116460,2075,53.7
116464,166581,63.0
116466,162655,73.5
116466,157770,60.3
116466,156560,55.5
116466,156447,86.39999999999999
116470,64329,59.7
116470,166581,63.0
116470,199198,66.3
544,324823,60.6
772,175040,52.8
867,156560,55.5
1136,205861,58.8
1136,285343,67.8
1674,64329,59.7
1728,64329,59.7
4449,324823,60.6
4449,272143,55.2
8234,324823,60.6
9223,64329,59.7
9223,175040,52.8
9223,324823,60.6
11360,272143,55.2
13633,74805,35.7
13633,272143,55.2
13816,175040,52.8
14351,162655,73.5
14351,272143,55.2
14351,198659,57.3
14351,166581,63.0
14351,285343,67.8
14351,324823,60.6
14351,175040,52.8
14618,324823,60.6
14618,64329,59.7
14618,175040,52.8
14618,272143,55.2
16340,175040,52.8
16340,160417,51.9
17854,64329,59.7
17854,324823,60.6
17854,272143,55.2
20779,272143,55.2
23962,166581,63.0
23962,272143,55.2
24608,285343,67.8
24608,160417,51.9
24608,149623,56.4
25630,175040,52.8
28895,107051,49.5
28895,107205,35.7
29119,324823,60.6
29119,272143,55.2
30198,226569,37.8
31597,175040,52.8
31597,166581,63.0
31597,324823,60.6
32339,64329,59.7
32339,218337,61.8
33457,166581,63.0
33907,160417,51.9
34925,285343,67.8
34925,64329,59.7
34925,158461,55.8
36611,166581,63.0
36611,324823,60.6
37460,166581,63.0
39189,64329,59.7
39189,224658,51.6
39408,156560,55.5
39408,324823,60.6
39408,160417,51.9
39408,160974,77.69999999999999
39654,199198,66.3
39654,285343,67.8
39938,199198,66.3
39938,272143,55.2
40265,285343,67.8
40362,64329,59.7
40410,64329,59.7
40410,331541,53.1
40950,160417,51.9
41027,64329,59.7
41027,224658,51.6
41027,199198,66.3
41059,156560,55.5
41059,272143,55.2
41059,299697,52.8
41137,218337,61.8
41137,156560,55.5
41137,324823,60.6
41137,272143,55.2
41137,7694,62.7
41137,254489,55.5
41320,166581,63.0
41320,272143,55.2
41320,64329,59.7
43693,64329,59.7
43693,324823,60.6
44177,218337,61.8
64742,272143,55.2
75801,64329,59.7
75801,160417,51.9
78870,175040,52.8
82117,285343,67.8
82520,199198,66.3
86512,205879,81.0
87319,175040,52.8
92142,324823,60.6
92142,10034,41.4
99544,64329,59.7
101859,324823,60.6
101859,264195,53.1
103814,299697,52.8
104973,324823,60.6
104973,175040,52.8
104973,285343,67.8
105577,272294,57.0
105577,273397,9.6
116489,64329,59.7
116489,158082,66.0
116489,218144,69.0
116489,68887,65.1
116489,298310,54.3
116489,207825,61.49999999999999
116489,7694,62.7
116489,198659,57.3
116489,145472,58.8
116501,285343,67.8
116527,160417,51.9
116563,160417,51.9
116563,156560,55.5
116564,64329,59.7
116579,160146,74.7
116579,159299,88.5
116587,166581,63.0
116604,175040,52.8
116605,324823,60.6
116610,64329,59.7
116610,162655,73.5
116619,156560,55.5
116621,272143,55.2
116634,292899,55.5
116635,157770,60.3
116635,64329,59.7
116646,300128,54.6
116646,285343,67.8
116646,272143,55.2
116664,158461,55.8
116678,64329,59.7
116678,324823,60.6
116686,166581,63.0
116686,324823,60.6
116686,272143,55.2
116686,286336,35.099999999999994
116689,160417,51.9
116689,218337,61.8
116689,158536,257.4
116697,166581,63.0
116697,324823,60.6
116706,175040,52.8
116710,64329,59.7
116717,324823,60.6
116752,64329,59.7
116754,162655,73.5
116763,166581,63.0
116763,272143,55.2
116765,166581,63.0
116765,324823,60.6
116765,64329,59.7
116777,358101,59.4
116791,64329,59.7
116794,64329,59.7
116797,324823,60.6
116820,166581,63.0
116861,160417,51.9
116861,156560,55.5
116884,175040,52.8
116885,64329,59.7
116885,157770,60.3
116885,158461,55.8
116885,272143,55.2
116885,199198,66.3
116885,166581,63.0
116907,64329,59.7
116918,324823,60.6
116922,237000,44.4
116924,64329,59.7
116947,199198,66.3
116974,166581,63.0
116974,324823,60.6
116975,64329,59.7
116975,166581,63.0
116975,175040,52.8
117006,160417,51.9
117010,272143,55.2
117039,285343,67.8
117039,324823,60.6
117043,166581,63.0
117043,272143,55.2
117046,224658,51.6
117065,64329,59.7
117080,166581,63.0
117080,324823,60.6
117080,299697,52.8
117080,156560,55.5
117084,64329,59.7
117085,324823,60.6
117085,156560,55.5
117097,64329,59.7
117097,224658,51.6
117103,62608,61.49999999999999
117120,64329,59.7
117123,324823,60.6
117123,272143,55.2
117127,297906,65.4
117133,324823,60.6
117141,299697,52.8
117141,272143,55.2
117142,64329,59.7
117142,156560,55.5
117154,324823,60.6
117154,272143,55.2
117175,166283,55.5
949,299697,52.8
949,175040,52.8
949,324823,60.6
1618,160417,51.9
1618,285343,67.8
1618,272143,55.2
1630,353019,41.1
1949,160417,51.9
1949,162300,57.9
2343,285343,67.8
2343,272143,55.2
5122,175040,52.8
7594,299697,52.8
9310,64329,59.7
13242,64329,59.7
13242,199198,66.3
13242,272143,55.2
14900,324823,60.6
17438,64329,59.7
17438,324823,60.6
21252,272143,55.2
21252,198659,57.3
21252,64329,59.7
21252,175040,52.8
21252,324823,60.6
21697,285343,67.8
21697,166581,63.0
26702,202557,65.7
26702,175040,52.8
26702,107039,38.7
26702,205861,58.8
33083,324823,60.6
33083,199198,66.3
35345,324823,60.6
35345,175040,52.8
39378,324823,60.6
40599,285343,67.8
40713,299697,52.8
41466,64329,59.7
41466,175040,52.8
41466,324823,60.6
41466,272143,55.2
41718,236593,47.7
41718,64329,59.7
41718,156560,55.5
41718,59673,45.9
41718,234980,46.5
41718,272143,55.2
41718,198659,57.3
41718,132475,57.0
41718,129004,48.9
41718,121350,53.4
41718,182394,88.5
41718,96960,62.400000000000006
41718,250895,53.1
41718,264195,53.1
41994,145196,65.4
50559,64329,59.7
53452,299697,52.8
53452,324823,60.6
53452,272143,55.2
58879,235230,78.60000000000001
58879,156619,82.5
71964,272143,55.2
73636,199198,66.3
74160,157770,60.3
81123,160417,51.9
81123,157770,60.3
92642,272143,55.2
98953,64329,59.7
105590,324823,60.6
105624,324823,60.6
107756,175040,52.8
107756,272143,55.2
107756,239603,46.2
112240,202557,65.7
112240,32459,66.9
112240,272143,55.2
117191,206606,51.3
117191,272143,55.2
117191,199198,66.3
117191,162655,73.5
117211,272143,55.2
117212,160417,51.9
117212,156560,55.5
117215,158536,257.4
117226,64329,59.7
117226,218337,61.8
117226,272143,55.2
117239,166581,63.0
117246,166581,63.0
117246,156447,86.39999999999999
117247,64329,59.7
117251,166581,63.0
117251,324823,60.6
117283,283106,69.9
117283,285010,57.0
117283,91432,61.2
117283,93170,60.89999999999999
117288,175040,52.8
117288,324823,60.6
117292,324823,60.6
117292,175040,52.8
117292,285343,67.8
117292,272143,55.2
117294,64329,59.7
117294,156560,55.5
117294,162655,73.5
117297,157770,60.3
117352,195804,54.3
117357,107042,38.7
117361,64329,59.7
117361,218337,61.8
117371,64329,59.7
117371,161585,71.10000000000001
117371,157077,60.6
117377,285343,67.8
117378,299697,52.8
117378,285808,46.5
117386,64329,59.7
117386,175040,52.8
117386,272143,55.2
117386,198659,57.3
117386,132527,58.8
117406,64329,59.7
